"","date","hour.ending","hour","solarTCR1","solarTCR2","solarTCR3","solarTCR4","solarTCR5","windTCR1","windTCR2","windTCR3","windTCR4","windTCR5"
"1",2019-01-01,1,1,-12.823509120493,-14.903194231899,-44.6945907353952,-38.4357924685727,-14.8126062930202,37475.4743071178,0,3015.22753353954,81358.6647458119,3554.25085479105
"2",2019-01-01,2,2,-12.823509120493,-15.0433496635469,-45.1149160401168,-38.797257601506,-15.4641310200095,32898.0763620165,0,3005.58191550221,81098.4009363859,3085.42398203858
"3",2019-01-01,3,3,-12.823509120493,-15.3080877011042,-45.9088638379242,-39.4800250748245,-14.0652691061796,29405.7673743544,0,2875.98121770443,77601.4377368706,2938.51243824284
"4",2019-01-01,4,4,-12.525287978156,-14.8876214061603,-44.6478879237595,-38.3956296760246,-15.3874810521284,25197.821788716,0,2798.00274737708,75497.3762177364,2254.17519995536
"5",2019-01-01,5,5,-12.525287978156,-14.856475754683,-44.554482300488,-38.3153040909283,-15.3491560681878,22729.7581610943,0,2754.52911668619,74324.3448277933,2236.79512534305
"6",2019-01-01,6,6,-12.525287978156,-15.0744953150243,-45.2083216633882,-38.8775831866023,-15.3108310842473,20070.6908397238,0,2881.06575538397,77738.6317601594,2515.56742667233
"7",2019-01-01,7,7,-12.227066835819,-14.996631186331,-44.9748076052096,-38.6767692238616,-14.0077816302688,15867.6438058642,0,2783.91274328936,75117.1913374619,2639.53164073328
"8",2019-01-01,8,8,-1.78932685402229,12.6451344997931,37.9226830482141,32.612187549092,119.305675006913,13315.9065417608,0,2849.59496773989,76889.4682284719,3160.21717499461
"9",2019-01-01,9,9,458.664116914379,426.446260027505,1278.90979383288,1099.81791113835,1062.6751547034,11957.6038457812,0,2726.8758999556,73578.1892676899,3580.92248622848
"10",2019-01-01,10,10,2186.85563675757,898.396316863378,2694.28520326536,2316.99150210236,2508.46601136845,12661.5516230496,0,2646.95363587928,71421.6791481771,3453.10598758852
"11",2019-01-01,11,11,3616.22957197904,1633.30910912229,4898.28428997881,4212.35400803432,3876.87872545754,12007.11705309,0,2832.44090455217,76426.6070810482,3504.78547307047
"12",2019-01-01,12,12,2729.618115811,2069.55067653941,6206.57015233056,5337.43431568545,5237.5114678067,10246.9837651585,0,3018.32493387023,81442.2406459006,3528.42391033771
"13",2019-01-01,13,13,5324.73849642799,3223.43477247127,9667.06168329173,8313.33659233265,4428.04948199847,9154.80584660858,0,2914.34363773122,78636.5553971732,3420.18879178378
"14",2019-01-01,14,14,4739.33039402036,3883.25539901835,11645.8598122977,10015.0341125975,3154.3761282104,8918.15203110014,0,2873.59398558734,77537.0240183953,3449.13851842077
"15",2019-01-01,15,15,3015.61219131223,2075.62407857749,6224.78424886849,5353.09780477923,2177.45312507397,8837.94322392541,0,2635.03081178613,71099.9704089765,2611.37540792984
"16",2019-01-01,16,16,1616.95503375147,1007.14135899645,3020.41093691767,2597.44828246605,1215.40021570647,7665.28767523727,0,2361.94612773311,63731.4368538969,1954.49049662571
"17",2019-01-01,17,17,365.917341647557,158.173191027584,474.360457784126,407.933483911487,323.367051998339,5580.51581149407,0,2096.1431684618,56559.3831328257,1677.16440179951
"18",2019-01-01,18,18,-12.525287978156,25.4148516054955,76.2189885895141,65.5456774385692,-15.6749184316824,4341.45103442269,0,1937.99237482799,52292.0642471318,1534.6170740883
"19",2019-01-01,19,19,-12.525287978156,23.5928309940721,70.7547596281335,60.8466307104365,-16.5563930623149,4349.22698755122,0,1830.68028974349,49396.5056677384,1125.72458234424
"20",2019-01-01,20,20,-12.227066835819,23.5149668653788,70.5212455699548,60.6458167476958,-15.9431933192662,4350.4117998717,0,1341.85117017044,36206.6272871016,1233.88291117234
"21",2019-01-01,21,21,-12.525287978156,23.5616853425947,70.661354004862,60.7663051253402,-16.9588053936907,3086.16727188859,0,879.154907208725,23721.8812045224,1204.54923590622
"22",2019-01-01,22,22,-12.227066835819,23.3280929565148,69.960811830326,60.1638632371181,-14.8126062930202,1710.74951390139,0,548.059815885921,14788.0762978345,1258.31484227314
"23",2019-01-01,23,23,-12.525287978156,23.2969473050375,69.8674062070546,60.0835376520218,-14.7551188171094,1295.95568126656,0,432.342406545599,11665.7202543682,1080.90497903623
"24",2019-01-01,24,24,-12.525287978156,23.2813744792988,69.8207033954188,60.0433748594736,-16.0773307630581,1312.27423078982,0,267.199956837026,7209.74834124039,1087.95683552472
"25",2019-01-02,1,25,-12.525287978156,23.4993940396401,70.4745427583191,60.6056539551476,-14.0269441222391,1225.60371608576,0,174.844747838067,4717.76509855114,1223.70827250019
"26",2019-01-02,2,26,-12.227066835819,23.0633549189576,69.1668640325186,59.4810957637996,-15.3683185601581,1492.08692413335,0,121.78551332509,3286.08923847329,1214.5319002638
"27",2019-01-02,3,27,-12.525287978156,23.3592386079921,70.0542174535975,60.2441888222143,-14.6784688492283,1731.61814099153,0,117.91126231943,3181.55189089188,1274.65825558677
